Source;Target;Weight
David B. Shmoys;Frans Schalekamp;1.000000
David B. Shmoys;Paat Rusmevichientong;0.666600
David B. Shmoys;Kunal Talwar;1.000000
David B. Shmoys;Cynthia Dwork;0.666600
Jia-Yu Pan;Claudia Plant;0.333200
Jia-Yu Pan;Hyung-Jeong Yang;0.880700
Jia-Yu Pan;Srinivasan Seshan;0.333300
Jia-Yu Pan;Zhongfei Zhang;0.333300
Jia-Yu Pan;Pinar Duygulu;0.833100
Jia-Yu Pan;Zhen Guo;0.333300
Jia-Yu Pan;Christian Böhm;0.333200
Jia-Yu Pan;Hiroyuki Kitagawa;0.333200
Jia-Yu Pan;Christos Faloutsos;5.780200
Jia-Yu Pan;Masafumi Hamamoto;0.333200
Jia-Yu Pan;Hanghang Tong;0.733200
Paolo Boldi;Sebastiano Vigna;44.646000
Paolo Boldi;Ricardo A. Baeza-Yates;0.733200
Paolo Boldi;Carlos Castillo;1.780400
Paolo Boldi;Flavio Chierichetti;0.666600
Venkatesan T. Chakaravarthy;Susan Horwitz;1.000000
Venkatesan T. Chakaravarthy;Sambuddha Roy;7.266200
Venkatesan T. Chakaravarthy;Raghu Ramakrishnan;0.499900
Venkatesan T. Chakaravarthy;Yogish Sabharwal;4.465700
Venkatesan T. Chakaravarthy;Amit Kumar;0.366600
Venkatesan T. Chakaravarthy;Vinayaka Pandit;1.466400
Giuseppe F. Italiano;Luigi Laura;1.599700
Giuseppe F. Italiano;Alessandro Panconesi;0.866600
Giuseppe F. Italiano;Claudio Arbib;0.666600
Giuseppe F. Italiano;Zvi Galil;5.999400
Giuseppe F. Italiano;Stefano Leonardi;0.333300
Giuseppe F. Italiano;Bülent Yener;0.333300
Giuseppe F. Italiano;Rajeev Rastogi;0.333300
Giuseppe F. Italiano;Piotr Sankowski;1.166600
Giuseppe F. Italiano;Irene Finocchi;5.968600
Giuseppe F. Italiano;Fabrizio Grandoni;6.368800
Giuseppe F. Italiano;Pierluigi Crescenzi;0.333300
Joan Feigenbaum;Siddharth Suri;0.400000
Joan Feigenbaum;Andrew McGregor;0.400000
Joan Feigenbaum;Daphne Koller;0.333300
Joan Feigenbaum;Rafail Ostrovsky;1.000000
Joan Feigenbaum;Lenore Cowen;0.666600
Joan Feigenbaum;Joe Kilian;1.333100
Joan Feigenbaum;Jian Zhang 0004;2.066600
Joan Feigenbaum;Vahab S. Mirrokni;0.333200
Joan Feigenbaum;Moshe Y. Vardi;0.333200
Joan Feigenbaum;Peter W. Shor;0.999700
Joan Feigenbaum;Christos H. Papadimitriou;0.999800
Joan Feigenbaum;Rahul Sami;2.432600
Joan Feigenbaum;Scott Shenker;4.768300
Joan Feigenbaum;Moni Naor;0.666600
Joan Feigenbaum;Sampath Kannan;2.399600
Joan Feigenbaum;David R. Karger;0.333200
